Album_Name,Local_Tempo,Local_Acousticness,Local_Musical_Valence,diy_valence_lyrical,Local_Tempo_Scaled,Local_Acousticness_Scaled,Local_Musical_Valence_Scaled,diy_valence_lyrical_Scaled,Order
After Hours,109.16768006254642,0.8228257553918021,0.35483795374085497,0.04655832014356322,0.38720400213130507,0.7512976448477572,0.46742302676933073,0.43863581464133583,1
Dawn FM,122.87632319444626,0.7648041937500238,0.3999262645730092,0.18925357774676235,0.49861392817217165,0.6352872364993548,0.6175107754092173,0.6622627943280582,2
Hurry Up Tomorrow,119.72016382818211,0.8035210804505781,0.35624349345762,0.058389603286811136,0.47296387089185304,0.7126991797324717,0.4721017181600663,0.4571773846947729,3
